Region,Ocean,Latitude (N),Longitude €,Location,Depth (m),Depth range,SCOC (mmol O2 m-2 d-1),ex situ/ in situ,Measurement/ sampling device,TOU/ DOU/ AOU,median sediment grain size (?m),sediment type,photosynthetic sediment,dark/ light incubation/ measurements,Reference
Great Barrier Reef shelf,Pacific Ocean,-21.495,149.4433,exact location,5,near-shore (0-50m),33.1,in situ,benthic incubation chamber,TOU,78,sand/ silt/ clay,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-21.495,149.4433,exact location,5,near-shore (0-50m),58.3,in situ,benthic incubation chamber,TOU,78,sand/ silt/ clay,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-21.3183,150.3033,exact location,55,continental shelf (>50-200m),18.1,in situ,benthic incubation chamber,TOU,74,silt/ clay/ sand,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-21.3183,150.3033,exact location,55,continental shelf (>50-200m),25.7,in situ,benthic incubation chamber,TOU,74,silt/ clay/ sand,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-21.3183,150.3033,exact location,55,continental shelf (>50-200m),31.8,in situ,benthic incubation chamber,TOU,74,silt/ clay/ sand,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-21.0317,150.4133,exact location,37,near-shore (0-50m),46.9,in situ,benthic incubation chamber,TOU,956,sand/ gravel,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-21.0317,150.4133,exact location,37,near-shore (0-50m),77.9,in situ,benthic incubation chamber,TOU,956,sand/ gravel,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.9517,149.08,exact location,5,near-shore (0-50m),19.7,in situ,benthic incubation chamber,TOU,64,sand/ silt/ clay,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.9517,149.08,exact location,5,near-shore (0-50m),25.8,in situ,benthic incubation chamber,TOU,64,sand/ silt/ clay,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.9517,149.08,exact location,5,near-shore (0-50m),81.6,in situ,benthic incubation chamber,TOU,64,sand/ silt/ clay,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.765,150.3733,exact location,42,near-shore (0-50m),28.4,in situ,benthic incubation chamber,TOU,116,sand/ silt/ clay,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.765,150.3733,exact location,42,near-shore (0-50m),33.5,in situ,benthic incubation chamber,TOU,116,sand/ silt/ clay,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.765,150.3733,exact location,42,near-shore (0-50m),37.5,in situ,benthic incubation chamber,TOU,116,sand/ silt/ clay,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.74,150.8017,exact location,57,continental shelf (>50-200m),89.4,in situ,benthic incubation chamber,TOU,1085,sand/ gravel,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.74,150.8017,exact location,57,continental shelf (>50-200m),103.3,in situ,benthic incubation chamber,TOU,1085,sand/ gravel,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.74,150.8017,exact location,57,continental shelf (>50-200m),121.9,in situ,benthic incubation chamber,TOU,1085,sand/ gravel,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.625,149.7217,exact location,49,near-shore (0-50m),10.3,in situ,benthic incubation chamber,TOU,286,sand,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.625,149.7217,exact location,49,near-shore (0-50m),20.5,in situ,benthic incubation chamber,TOU,286,sand,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.625,149.7217,exact location,49,near-shore (0-50m),30.9,in situ,benthic incubation chamber,TOU,286,sand,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.6233,150.67,exact location,56,continental shelf (>50-200m),42.1,in situ,benthic incubation chamber,TOU,1246,gravel/ sand,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.6233,150.67,exact location,56,continental shelf (>50-200m),52.6,in situ,benthic incubation chamber,TOU,1246,gravel/ sand,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.6233,150.67,exact location,56,continental shelf (>50-200m),55.1,in situ,benthic incubation chamber,TOU,1246,gravel/ sand,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.49,150.075,exact location,44,near-shore (0-50m),22.6,in situ,benthic incubation chamber,TOU,83,sand/ silt/ clay,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.49,150.075,exact location,44,near-shore (0-50m),44.9,in situ,benthic incubation chamber,TOU,83,sand/ silt/ clay,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.44,150.7717,exact location,56,continental shelf (>50-200m),31.4,in situ,benthic incubation chamber,TOU,1117,gravel/ sand,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.44,150.7717,exact location,56,continental shelf (>50-200m),41.2,in situ,benthic incubation chamber,TOU,1117,gravel/ sand,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.44,150.7717,exact location,56,continental shelf (>50-200m),73.2,in situ,benthic incubation chamber,TOU,1117,gravel/ sand,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.435,150.5267,exact location,65,continental shelf (>50-200m),52.3,in situ,benthic incubation chamber,TOU,1332,sand/ gravel,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.435,150.5267,exact location,65,continental shelf (>50-200m),56.5,in situ,benthic incubation chamber,TOU,1332,sand/ gravel,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.435,150.5267,exact location,65,continental shelf (>50-200m),75.7,in situ,benthic incubation chamber,TOU,1332,sand/ gravel,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.225,150.9033,exact location,160,continental shelf (>50-200m),23.9,in situ,benthic incubation chamber,TOU,106,sand/ silt/ clay,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.225,150.9033,exact location,160,continental shelf (>50-200m),27.4,in situ,benthic incubation chamber,TOU,106,sand/ silt/ clay,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.225,150.9033,exact location,160,continental shelf (>50-200m),60.6,in situ,benthic incubation chamber,TOU,106,sand/ silt/ clay,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.2033,150.5717,exact location,60,continental shelf (>50-200m),13.6,in situ,benthic incubation chamber,TOU,1952,gravel/ sand,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.2033,150.5717,exact location,60,continental shelf (>50-200m),32.5,in situ,benthic incubation chamber,TOU,1952,gravel/ sand,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.2033,150.5717,exact location,60,continental shelf (>50-200m),38.3,in situ,benthic incubation chamber,TOU,1952,gravel/ sand,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.015,150.7433,exact location,150,continental shelf (>50-200m),25.4,in situ,benthic incubation chamber,TOU,115,sand/ silt/ clay,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.015,150.7433,exact location,150,continental shelf (>50-200m),38.3,in situ,benthic incubation chamber,TOU,115,sand/ silt/ clay,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Great Barrier Reef shelf,Pacific Ocean,-20.015,150.7433,exact location,150,continental shelf (>50-200m),53.4,in situ,benthic incubation chamber,TOU,115,sand/ silt/ clay,yes,dark,"Alongi, D. M., Trott, L. A. & Møhl, M. Strong tidal currents and labile organic matter stimulate benthic decomposition and carbonate fluxes on the southern Great Barrier Reef shelf. Cont. Shelf Res. 31, 1384–1395 (2011)."
Santa Catalina Basin,Pacific Ocean,33.2,-118.5,exact location,1250,continental slope (>200-2000m),1.5,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Archer, D. & Devol, A. Benthic oxygen fluxes on the Washington shelf and slope: A comparison of in situ microelectrode and chamber flux measurements. Limnol. Oceanogr. 37, 614–629 (1992)"
Washington,Pacific Ocean,46.16,-124.53,exact location,142,continental shelf (>50-200m),14.56,in situ,lander with benthic chambers,TOU,NA,NA,no,dark,"Archer, D. & Devol, A. Benthic oxygen fluxes on the Washington shelf and slope: A comparison of in situ microelectrode and chamber flux measurements. Limnol. Oceanogr. 37, 614–629 (1992)"
Washington,Pacific Ocean,46.35,-124.48,exact location,120,continental shelf (>50-200m),14.21,in situ,lander with benthic chambers,TOU,NA,NA,no,dark,"Archer, D. & Devol, A. Benthic oxygen fluxes on the Washington shelf and slope: A comparison of in situ microelectrode and chamber flux measurements. Limnol. Oceanogr. 37, 614–629 (1992)"
Washington,Pacific Ocean,46.6,-124.48,exact location,122,continental shelf (>50-200m),10.63,in situ,lander with benthic chambers,TOU,NA,NA,no,dark,"Archer, D. & Devol, A. Benthic oxygen fluxes on the Washington shelf and slope: A comparison of in situ microelectrode and chamber flux measurements. Limnol. Oceanogr. 37, 614–629 (1992)"
